2.000010308183131080e+00 2.577059480310095628e-06 9.999999999468706102e-01
2.000028916595741890e+00 7.229256723992735533e-06 9.999999995819148779e-01
2.000144248015322646e+00 3.606468618732605477e-05 9.999999895962080609e-01
2.000478305948329094e+00 1.196059829574161096e-04 9.999998856099930888e-01
2.000510138898507151e+00 1.275682776489738489e-04 9.999998698770686811e-01
2.001031754659608364e+00 2.580759395312447668e-04 9.999994677238487339e-01
2.001117999071315712e+00 2.796609562917385479e-04 9.999993750169952067e-01
2.001358993729541957e+00 3.399866227380240373e-04 9.999990765283495175e-01
2.001668722942924639e+00 4.175399113361822202e-04 9.999986076082291175e-01
2.002735991049621855e+00 6.849636730831958628e-04 9.999962568489993986e-01
2.011133444718906649e+00 2.799404833048644951e-03 9.999379995889073891e-01
2.011705677780422974e+00 2.944158426155940502e-03 9.999314609839412560e-01
2.012282537840498264e+00 3.090169033211135480e-03 9.999245376390587525e-01
2.013357346525046498e+00 3.362448758298082398e-03 9.999107491558656413e-01
2.014680859952280301e+00 3.698147777152440210e-03 9.998921805281107966e-01
2.015682621861929480e+00 3.952542129832974961e-03 9.998769593345744333e-01
2.015973057734667506e+00 4.026346635673559889e-03 9.998723583353353872e-01
2.017226162913133614e+00 4.345035016729989485e-03 9.998515380140114983e-01
2.020989179569461669e+00 5.304523688088771949e-03 9.997795567340852507e-01
2.021969563634029132e+00 5.555113546841133551e-03 9.997584722905786814e-01
2.022434027432980841e+00 5.673920863014813090e-03 9.997481469063167481e-01
2.047309798445690721e+00 1.212108210951689212e-02 9.988785645066808883e-01
2.053018857057126390e+00 1.362428924410849680e-02 9.985911100989386391e-01
2.061244757974119324e+00 1.580588926860962071e-02 9.981190575756003769e-01
2.063876671781535777e+00 1.650784214317574383e-02 9.979535723022344706e-01
2.065522175673172089e+00 1.694768669647439899e-02 9.978465455851988075e-01
2.069740381449083344e+00 1.807865527518167162e-02 9.975596525005266946e-01
2.071031615590332997e+00 1.842584767041352198e-02 9.974682243678957283e-01
2.078913341693561012e+00 2.055525266828889946e-02 9.968734303905283367e-01
2.080982519078141468e+00 2.111718112291639110e-02 9.967068108350027877e-01
2.088574483159862716e+00 2.318933832323545607e-02 9.960581006075710508e-01
2.091501066928204811e+00 2.399250994985691748e-02 9.957923242066905045e-01
2.097425097360038126e+00 2.562582382454923341e-02 9.952275238423169412e-01
2.097644125202989596e+00 2.568640574788281714e-02 9.952059527160166397e-01
2.099593582317625273e+00 2.622622595589142735e-02 9.950117921485099881e-01
2.103325328112918058e+00 2.726264711861993428e-02 9.946292449072030584e-01
2.117386332819580996e+00 3.120436303178330054e-02 9.930591206197878495e-01
2.127931343309848344e+00 3.419879443062263241e-02 9.917475417499527213e-01
2.128021638930433390e+00 3.422457882321364164e-02 9.917358126780669858e-01
2.131192970697870948e+00 3.513172369057329658e-02 9.913184896716370487e-01
2.138040712039821045e+00 3.710084332312578448e-02 9.903816406653953575e-01
2.142131864299174904e+00 3.828408105612576134e-02 9.897985530740575078e-01
2.152141056283705556e+00 4.120055757186678880e-02 9.882980088565116450e-01
2.161562715414030222e+00 4.397419357349623137e-02 9.867891214544746159e-01
2.162736743623577151e+00 4.432175959699990314e-02 9.865945202826477134e-01
2.171010770115270105e+00 4.678357567677540046e-02 9.851815457554239375e-01
2.180857721601907162e+00 4.974177902448720379e-02 9.834048003370758906e-01
2.183381469633583816e+00 5.050497337579173962e-02 9.829326972411335239e-01
2.190609121676207138e+00 5.270207738878700254e-02 9.815427242354539672e-01
2.194139001218945229e+00 5.378130527570722935e-02 9.808433759431665067e-01
2.216182910328629241e+00 6.061445585853446338e-02 9.761690065105801395e-01
2.226061986655508473e+00 6.372994695471577431e-02 9.739008034706532202e-01
2.229365363164121483e+00 6.477918192956161336e-02 9.731181843102011397e-01
2.229761950073974930e+00 6.490540141669971785e-02 9.730234091276064312e-01
2.231977610616537433e+00 6.561157044620335999e-02 9.724906855242148040e-01
2.243480160497829168e+00 6.930518016344246190e-02 9.696365857128765864e-01
2.246714428617110570e+00 7.035213827533698394e-02 9.688072094316905192e-01
2.264674989727845311e+00 7.623432713456718135e-02 9.639846888141236914e-01
2.272756990984517333e+00 7.891954276577090033e-02 9.616935612450303594e-01
2.275921015899760480e+00 7.997735927552852842e-02 9.607759336364480873e-01
2.285553286652905580e+00 8.322074070709924165e-02 9.579102403127183196e-01
2.300101014492310192e+00 8.818609327625595573e-02 9.533741329564773270e-01
2.308324364687653230e+00 9.102908947465680745e-02 9.506978969669304114e-01
2.310958334193057073e+00 9.194532977232799942e-02 9.498233909707182177e-01
2.351350640644332302e+00 1.063481915486655521e-01 9.353383477884490427e-01
2.355661795200951758e+00 1.079256567633069125e-01 9.336706467256610242e-01
2.361534225080332838e+00 1.100872837267283522e-01 9.313603322254494499e-01
2.368021863518721126e+00 1.124928363128379766e-01 9.287557197517807284e-01
2.375363599881813226e+00 1.152374903414565971e-01 9.257413750406153774e-01
2.471960436868070765e+00 1.537495724828709387e-01 8.790458512074685871e-01
2.479472442323919612e+00 1.569480301601109129e-01 8.748273683196142736e-01
2.517873868207950672e+00 1.738145594031380303e-01 8.518006000525637500e-01
2.524239168330318694e+00 1.766977808008916295e-01 8.477374553713098448e-01
2.528415872217538496e+00 1.786038128848161932e-01 8.450317154745505821e-01
2.533185728864911557e+00 1.807944571886172525e-01 8.419027885882982565e-01
2.552498678868369009e+00 1.898205042267359921e-01 8.287985575097871482e-01
2.556281042176651308e+00 1.916184178151199846e-01 8.261482399055620762e-01
2.569937935431773290e+00 1.981957267026180913e-01 8.163417901939551413e-01
2.583465507376017989e+00 2.048475901451284331e-01 8.062505986239544287e-01
2.594601603251883937e+00 2.104302872907207467e-01 7.976497903228606523e-01
2.603323523985030086e+00 2.148727852273483729e-01 7.907215004447131212e-01
2.626690383158030606e+00 2.270948512041320588e-01 7.712857487430035963e-01
2.633992045302790075e+00 2.310146508144411692e-01 7.649385829925894331e-01
2.644116156429963116e+00 2.365334492795920507e-01 7.559106425012155350e-01
2.676343780556068364e+00 2.547986429172691691e-01 7.252882221085075187e-01
2.698696649950643955e+00 2.681574535277728710e-01 7.021929187092597058e-01
2.703258796561046395e+00 2.709605749748750236e-01 6.972739979920186126e-01
2.705945336354842023e+00 2.726240764614432099e-01 6.943431169898807154e-01
2.713503382400914266e+00 2.773563707797441213e-01 6.859578059362769764e-01
2.716472575164118108e+00 2.792371398887504297e-01 6.826057648723298232e-01
2.717824598153214311e+00 2.800976949213796474e-01 6.810683541167004140e-01
2.722616702387207432e+00 2.831691180393602902e-01 6.755624505364212773e-01
2.730210281635038871e+00 2.881059832667332010e-01 6.666516565534335026e-01
2.734293702525067093e+00 2.907974197173631703e-01 6.617623695385597138e-01
2.749931165672732103e+00 3.013557732084747864e-01 6.423705879499836957e-01
2.755035797703249134e+00 3.048937103593563624e-01 6.357981000458016174e-01
2.769124776840182545e+00 3.149118460534348074e-01 6.169867508909834264e-01
2.774827170537005561e+00 3.190791496817785289e-01 6.090751947676421585e-01
2.781555731595272363e+00 3.240858076557108780e-01 5.995035458395154837e-01
2.809121093333045938e+00 3.457334802558625353e-01 5.572917366099638947e-01
2.817437762773534082e+00 3.526750064374212235e-01 5.434753078210958765e-01
2.830503460892268119e+00 3.640350631727432007e-01 5.205732998083113516e-01
2.845494988417990534e+00 3.778617380219657651e-01 4.922143265924315836e-01
2.857220172788027757e+00 3.893803980530977094e-01 4.681851543546233785e-01
2.874440502669021846e+00 4.077076993056778509e-01 4.291969186332784680e-01
2.877524118995292479e+00 4.112035403290972280e-01 4.216546359575522596e-01
2.881171119636940947e+00 4.154362739881767852e-01 4.124771769099744856e-01
2.892993538237404572e+00 4.300032947395308613e-01 3.805120424565245352e-01
2.902023807777644571e+00 4.422108676112218584e-01 3.532669831427694973e-01
2.906011833033493197e+00 4.479825775547811029e-01 3.402391098531963864e-01
2.910974478937321752e+00 4.555662797268036357e-01 3.229770303230266593e-01
2.924740168027565979e+00 4.799119246161521746e-01 2.664370988418230390e-01
2.928298506604345874e+00 4.874050091246774352e-01 2.486834569211995027e-01
2.929273718794246140e+00 4.895875975960524706e-01 2.434804197625801692e-01
2.935300879432304111e+00 5.048301434155659795e-01 2.067380281042811296e-01
2.936758810941051845e+00 5.091591796045038532e-01 1.961713013918602033e-01
2.937642999471655081e+00 5.119658189620308608e-01 1.892889662303272602e-01
2.939444970606010621e+00 5.182434197702077139e-01 1.738042379585379438e-01
2.943201936404758357e+00 5.360393094551633153e-01 1.292074437056754954e-01
2.943608893759136258e+00 5.388566845051910859e-01 1.220496794625510611e-01
2.943848286155172467e+00 5.407125554664202749e-01 1.173198191514262800e-01
2.944399132962894683e+00 5.459431208255989265e-01 1.039249940380819054e-01
2.944766136213955665e+00 5.659617876086795452e-01 5.175604787556814523e-02
2.943429449967346567e+00 5.791331475913281679e-01 1.661156573046233473e-02
2.942521690904013276e+00 5.844229376041638613e-01 2.304238660464534745e-03
2.942066651735513183e+00 5.866850719316047957e-01 -3.848939622710603574e-03
2.940985173706662348e+00 5.914077547027705162e-01 -1.676341478318942382e-02
2.927790406865636630e+00 6.250169233497371302e-01 -1.115337317881657242e-01
2.924731279496772363e+00 6.303592155172069722e-01 -1.270992500441107953e-01
2.922947594527020243e+00 6.332641342316028821e-01 -1.356258889167386850e-01
2.908081784464646269e+00 6.534194410947380405e-01 -1.960863845627890123e-01
2.887900564734386055e+00 6.739809636383369273e-01 -2.603844473585374408e-01
2.883436821024633723e+00 6.778712720732739117e-01 -2.728868186431254728e-01
2.878860012848841521e+00 6.816714634720746346e-01 -2.852125593116082158e-01
2.858674793290637783e+00 6.965748830764252331e-01 -3.347175660372731509e-01
2.852555777111947855e+00 7.006011672204475182e-01 -3.484388354390647313e-01
2.826811413115629890e+00 7.156416376031635718e-01 -4.011979495607355117e-01
2.823590261781776967e+00 7.173396322245031431e-01 -4.073178187852454779e-01
2.822951920457538844e+00 7.176718512639507219e-01 -4.085194063161822764e-01
2.810593792792850820e+00 7.238412880408245931e-01 -4.310948565697143020e-01
2.801596458012727719e+00 7.280429480963163114e-01 -4.467709423536212476e-01
2.789385428115891852e+00 7.333963129415629334e-01 -4.671309620305992283e-01
2.756033586218256115e+00 7.462732439307631083e-01 -5.181600426627489542e-01
2.726526329249389313e+00 7.559126328031925413e-01 -5.586957726772689981e-01
2.726430927609942323e+00 7.559415008373286948e-01 -5.588207763918724424e-01
2.707660620627248882e+00 7.613609641679994766e-01 -5.827281413133276189e-01
2.707415564903651095e+00 7.614284178805028613e-01 -5.830315471194115196e-01
2.667518990657380407e+00 7.713908193142529068e-01 -6.297289153700940112e-01
2.662689984061727078e+00 7.724692605980448823e-01 -6.350431822453664887e-01
2.647745664641106167e+00 7.756483895310464227e-01 -6.510681175495598438e-01
2.620476197889323622e+00 7.808732848026952444e-01 -6.787732469974514515e-01
2.577555409918002027e+00 7.877506010537801417e-01 -7.187733223086244516e-01
2.539189992900272141e+00 7.926747784379114536e-01 -7.512294120362467131e-01
2.537506716191672673e+00 7.928667135760788520e-01 -7.525880150211707864e-01
2.529672599540258027e+00 7.937346100850084518e-01 -7.588419652690363559e-01
2.513632201084595508e+00 7.953844346125977793e-01 -7.713000213234180169e-01
2.487843045849756685e+00 7.976948924362363691e-01 -7.903928840854831384e-01
2.481560771663520182e+00 7.981965504333389250e-01 -7.948757317336194728e-01
2.447284130375669609e+00 8.005346979189376100e-01 -8.182311280165952549e-01
2.435221869359089020e+00 8.012037849794357847e-01 -8.260228121163819548e-01
2.402094498278170231e+00 8.026539114870278047e-01 -8.463362067467694594e-01
2.375526644542143018e+00 8.034269538272993394e-01 -8.615265943283286765e-01
2.330733801047769393e+00 8.039972979922448415e-01 -8.850434580979542609e-01
2.227854968530268653e+00 8.021635630981929221e-01 -9.298775804888164132e-01
2.223338539319197782e+00 8.019906746176685974e-01 -9.315701710974786387e-01
2.192406210491508745e+00 8.006116038254295075e-01 -9.425679172441979725e-01
2.178460516013951853e+00 7.998810417644861559e-01 -9.471916610778431389e-01
2.082894284954896591e+00 7.931602593609955454e-01 -9.734733267020276859e-01
2.074061961685238487e+00 7.923950375762903731e-01 -9.754377180229660826e-01
2.069376813832845219e+00 7.919796291900098595e-01 -9.764484325226883144e-01
2.057391431563728723e+00 7.908872696517895706e-01 -9.789355998787671043e-01
2.012618481031596573e+00 7.864371428789691532e-01 -9.869847531767440563e-01
2.002106651010627125e+00 7.853097477748778310e-01 -9.885925815997061994e-01
1.967056707311082508e+00 7.813302635078323011e-01 -9.931846821815545345e-01
1.927208749597279835e+00 7.764049021149301844e-01 -9.969748933961440907e-01
1.923087149405468432e+00 7.758716718480408447e-01 -9.972802905186516353e-01
1.911351863195470013e+00 7.743293950234289014e-01 -9.980609374792559496e-01
1.905688974441209993e+00 7.735725212378137261e-01 -9.983905702692451589e-01
1.820046377900732759e+00 7.611503549462438345e-01 -9.996298656175868214e-01
1.794940315704003808e+00 7.571724722971457933e-01 -9.986526506842547946e-01
1.762225521887487822e+00 7.517685116288684855e-01 -9.964555987138504767e-01
1.736498694147205368e+00 7.473471523839986252e-01 -9.939857826176637934e-01
1.707050940578933806e+00 7.421047017865244344e-01 -9.903459000952974378e-01
1.615914501440805839e+00 7.246938734576995333e-01 -9.734211012035455246e-01
1.550007431113616718e+00 7.110348980980181199e-01 -9.555939437960420113e-01
1.534676365172365387e+00 7.077345402277873676e-01 -9.507384594097570973e-01
1.496568430093260682e+00 6.993361064709368025e-01 -9.374590306196478595e-01
1.417956953089421157e+00 6.811675100828670226e-01 -9.042909593132165691e-01
1.400335570314693134e+00 6.769458952475303493e-01 -8.957174616527585620e-01
1.352754396532803050e+00 6.652896977028485148e-01 -8.703121791026022791e-01
1.287032352809297064e+00 6.486140892197772567e-01 -8.293246781150898084e-01
1.236138812675067422e+00 6.352942471473548292e-01 -7.922734299218753273e-01
1.222220199036717414e+00 6.315976780336476359e-01 -7.812390956166568312e-01
1.196970908903099540e+00 6.248406156196179007e-01 -7.601448337824977530e-01
1.170212544181400416e+00 6.176173928485495512e-01 -7.361636034096601389e-01
